91.6,0,1.06,0,0.952,5.88,3.53,0,4.82,0
0,82.5,1.06,0,0,2.35,1.18,0,0,0
1.2,2.38,85.1,3.57,0.952,0,7.06,1.12,6.02,1.45
0,1.59,0,70.5,0,3.53,2.35,6.74,2.41,4.35
0,0.794,0,0,78.1,0,3.53,1.12,2.41,13
2.41,1.59,1.06,10.7,2.86,72.9,1.18,1.12,2.41,4.35
1.2,4.76,4.26,0,3.81,5.88,81.2,0,2.41,0
0,4.76,3.19,0,2.86,0,0,86.5,3.61,10.1
2.41,0.794,3.19,12.5,1.9,7.06,0,1.12,74.7,8.7
1.2,0.794,1.06,2.68,8.57,2.35,0,2.25,1.2,58
